time,lead_i_mV,lead_ii_mV,lead_iii_mV
6.712,-6.01859093,-9.50296402,-3.48437309
6.716,-6.00841951,-9.48823357,-3.47981405
6.720,-5.99509096,-9.4709301,-3.47583914
6.724,-5.99018097,-9.45117188,-3.46099091
6.728,-5.97451448,-9.42767239,-3.4531579
6.732,-5.97451448,-9.40884876,-3.43433428
6.736,-5.96492767,-9.39879417,-3.4338665
6.740,-5.96130323,-9.39388371,-3.43258047
6.744,-5.93628359,-9.37073517,-3.43445158
6.748,-5.9459877,-9.37435913,-3.42837143
6.752,-5.95931578,-9.37471008,-3.41539431
6.756,-5.95791245,-9.38055611,-3.42264366
6.760,-5.96095228,-9.37564564,-3.41469336
6.764,-5.95276833,-9.37237167,-3.41960335
6.768,-5.96282291,-9.37763309,-3.41481018
6.772,-5.96773338,-9.38277721,-3.41504383
6.776,-5.98620558,-9.40884876,-3.42264318
6.780,-5.99099922,-9.43036079,-3.43936157
6.784,-5.99626017,-9.43912983,-3.44286966
6.788,-6.00233984,-9.44836521,-3.44602537
6.792,-6.03297138,-9.47735977,-3.44438839
6.796,-6.04968977,-9.50834179,-3.45865202
6.800,-6.05518484,-9.52950382,-3.47431898
6.804,-6.06348562,-9.54832649,-3.48484087
6.808,-6.07283878,-9.56375885,-3.49092007
6.812,-6.09458447,-9.58644009,-3.49185562
6.816,-6.10136557,-9.59123421,-3.48986864
6.820,-6.10499001,-9.61157703,-3.50658703
6.824,-6.12170839,-9.63601208,-3.51430368
6.828,-6.11527824,-9.63881779,-3.52353954
6.832,-6.11258936,-9.63951969,-3.52693033
6.836,-6.12521601,-9.66243458,-3.53721857
6.840,-6.12650204,-9.6557703,-3.52926826
6.844,-6.12813854,-9.64711857,-3.51898003
6.848,-6.12439728,-9.6541338,-3.52973652
6.852,-6.14754629,-9.66418839,-3.51664209
6.856,-6.15514565,-9.6681633,-3.51301765
6.860,-6.13819313,-9.66465569,-3.52646255
6.864,-6.16356373,-9.67810059,-3.51453686
6.868,-6.15105391,-9.66255093,-3.51149702
6.872,-6.13608885,-9.6685133,-3.53242445
6.876,-6.15093708,-9.69727421,-3.54633713
6.880,-6.15935469,-9.69294834,-3.53359365
6.884,-6.16075754,-9.6956377,-3.53488016
6.888,-6.16672039,-9.69598866,-3.52926826
6.892,-6.1706953,-9.69704056,-3.52634525
6.896,-6.16788912,-9.67693138,-3.50904226
6.900,-6.16321278,-9.66734505,-3.50413227
6.904,-6.16134214,-9.68464756,-3.52330542
6.908,-6.1504693,-9.67599583,-3.52552652
6.912,-6.16742182,-9.68441391,-3.51699209
6.916,-6.17046165,-9.67704868,-3.50658703
6.920,-6.16613579,-9.68651867,-3.52038288
6.924,-6.15561342,-9.6810236,-3.52541018
6.928,-6.16262817,-9.680439,-3.51781082
6.932,-6.17467022,-9.70019722,-3.525527
6.936,-6.15011835,-9.6938839,-3.54376554
6.940,-6.14707851,-9.68733692,-3.54025841
6.944,-6.15198898,-9.68137455,-3.52938557
6.948,-6.13456917,-9.65740681,-3.52283764
6.952,-6.1370244,-9.67015076,-3.53312635
6.956,-6.14590979,-9.68336201,-3.53745222
6.960,-6.13714123,-9.68137455,-3.54423332
6.964,-6.12568378,-9.66687679,-3.54119301
6.968,-6.14193439,-9.67903614,-3.53710175
6.972,-6.14018106,-9.68406296,-3.54388189
6.976,-6.13994694,-9.69739151,-3.55744457
6.980,-6.13597202,-9.68324471,-3.54727268
6.984,-6.13187981,-9.68558311,-3.55370331
6.988,-6.12778807,-9.6826601,-3.55487204
6.992,-6.13959646,-9.7086153,-3.56901884
6.996,-6.14497423,-9.71562958,-3.57065535
7.000,-6.13620567,-9.71048546,-3.57427979
7.004,-6.13351679,-9.70592594,-3.57240915
7.008,-6.12603426,-9.69715786,-3.5711236
7.012,-6.13421822,-9.7068615,-3.57264328
7.016,-6.13375044,-9.72860718,-3.59485674
7.020,-6.13655663,-9.73001003,-3.59345341
7.024,-6.11410904,-9.71527958,-3.60117054
7.028,-6.10639286,-9.70089912,-3.59450626
7.032,-6.1026516,-9.69201374,-3.58936214
7.036,-6.10639286,-9.68686962,-3.58047676
7.040,-6.09528589,-9.62724304,-3.53195715
7.044,-6.09867668,-9.60456181,-3.50588512
7.048,-6.11516142,-9.61952686,-3.50436544
7.052,-6.11188793,-9.63098431,-3.51909637
7.056,-6.10592508,-9.62794495,-3.52201986
7.060,-6.07482624,-9.56095314,-3.4861269
7.064,-6.05611992,-9.53909016,-3.48297024
7.068,-6.05869198,-9.57170963,-3.51301765
7.072,-6.0650053,-9.56060219,-3.49559689
7.076,-6.07365704,-9.58725929,-3.51360226
7.080,-6.06933117,-9.58971405,-3.52038288
7.084,-6.07751513,-9.61344719,-3.53593206
7.088,-6.0768137,-9.61905956,-3.54224586
7.092,-6.08008718,-9.64454651,-3.56445932
7.096,-6.08640051,-9.67143631,-3.5850358
7.100,-6.09329844,-9.66711044,-3.57381201
7.104,-6.10721111,-9.67646408,-3.56925297
7.108,-6.10019636,-9.69025993,-3.59006357
7.112,-6.11679792,-9.7074461,-3.59064817
7.116,-6.1622777,-9.75690079,-3.59462309
7.120,-6.17712545,-9.77151489,-3.59438944
7.124,-6.16414833,-9.75865364,-3.59450531
7.128,-6.1616931,-9.76882553,-3.60713243
7.132,-6.14497423,-9.75912189,-3.61414766
7.136,-6.1572504,-9.76672077,-3.60947037
7.140,-6.15736723,-9.77958202,-3.62221479
7.144,-6.16613579,-9.77630806,-3.61017227
7.148,-6.16344643,-9.76765633,-3.6042099
7.152,-6.16707087,-9.76274586,-3.59567499
7.156,-6.17642403,-9.76882553,-3.5924015
7.160,-6.17595625,-9.7725668,-3.59661055
7.164,-6.18004847,-9.77046204,-3.59041357
7.168,-6.17782688,-9.76753998,-3.5897131
7.172,-6.1757226,-9.78449154,-3.60876894
7.176,-6.16742182,-9.79711819,-3.62969637
7.180,-6.16999388,-9.82611275,-3.65611887
7.184,-6.17385197,-9.83499908,-3.66114712
7.188,-6.15795183,-9.86153793,-3.7035861
7.192,-6.13059378,-9.79524803,-3.66465425
7.196,-6.06149817,-9.57813931,-3.51664114
7.200,-5.95078087,-9.45327568,-3.50249481
7.204,-5.6964941,-9.24329948,-3.54680538
7.208,-5.50498962,-9.00748444,-3.50249481
7.212,-5.36983776,-8.52954197,-3.15970421
7.216,-5.35732794,-7.92357969,-2.56625175
7.220,-5.41683674,-7.51052427,-2.09368753
7.224,-5.60635376,-7.92860699,-2.32225323
7.228,-5.83819342,-8.52276134,-2.68456793
7.232,-6.13351679,-9.08979225,-2.95627546
7.236,-6.26866865,-9.35074329,-3.08207464
7.240,-6.38417912,-9.59240341,-3.2082243
7.244,-6.42813873,-9.78308868,-3.35494995
7.248,-6.42089033,-9.83967495,-3.41878462
7.252,-6.38067198,-9.90163898,-3.52096701
7.256,-6.31777239,-9.88351727,-3.56574488
7.260,-6.24493551,-9.8518343,-3.60689878
7.264,-6.22272158,-9.81500626,-3.59228468
7.268,-6.17350101,-9.74824905,-3.57474804
7.272,-6.17268276,-9.74976826,-3.57708549
7.276,-6.1616931,-9.7462616,-3.5845685
7.280,-6.15760088,-9.74450779,-3.58690691
7.284,-6.14170074,-9.73012733,-3.58842659
7.288,-6.13994694,-9.73153019,-3.59158325
7.292,-6.14438963,-9.73573875,-3.59134912
7.296,-6.15023518,-9.74146748,-3.5912323
7.300,-6.14661121,-9.73994827,-3.59333706
7.304,-6.13468599,-9.72521687,-3.59053087
7.308,-6.11960411,-9.70300293,-3.58339882
7.312,-6.12182522,-9.71013546,-3.58831024
7.316,-6.13293219,-9.71866989,-3.58573771
7.320,-6.1312952,-9.7090826,-3.5777874
7.324,-6.12018871,-9.69119453,-3.57100582
7.328,-6.12124062,-9.69891167,-3.57767105
7.332,-6.12322855,-9.70440578,-3.58117723
7.336,-6.11013412,-9.70417213,-3.59403801
7.340,-6.11820126,-9.70230198,-3.58410072
7.344,-6.11422586,-9.68909073,-3.57486486
7.348,-6.10931587,-9.66944885,-3.56013298
7.352,-6.09972858,-9.66711044,-3.56738186
7.356,-6.10615921,-9.68125725,-3.57509804
7.360,-6.09587049,-9.66103172,-3.56516123
7.364,-6.09201241,-9.63916874,-3.54715633
7.368,-6.07190323,-9.61999512,-3.54809189
7.372,-6.07318926,-9.61929321,-3.54610395
7.376,-6.07716465,-9.6277113,-3.55054665
7.380,-6.06348562,-9.59591007,-3.53242445
7.384,-6.06360245,-9.58503723,-3.52143478
7.388,-6.05343103,-9.56329155,-3.50986052
7.392,-6.04758549,-9.549963,-3.50237751
7.396,-6.02887917,-9.5366354,-3.50775623
7.400,-6.0122776,-9.51594162,-3.50366402
7.404,-5.99894953,-9.48671341,-3.48776388
7.408,-5.98690701,-9.4580698,-3.4711628
7.412,-5.97802162,-9.44894981,-3.47092819
7.416,-5.96773338,-9.43749237,-3.46975899
7.420,-5.97977543,-9.4326992,-3.45292377
7.424,-5.97205925,-9.41481113,-3.44275188
7.428,-5.98071098,-9.4175005,-3.43678951
7.432,-5.98129559,-9.4192543,-3.43795872
7.436,-5.98737478,-9.42299557,-3.43562078
7.440,-5.97954178,-9.41282368,-3.4332819
7.444,-5.98550415,-9.42404747,-3.43854332
7.448,-5.97615099,-9.4197216,-3.44357061
7.452,-5.99216843,-9.45351028,-3.46134186
7.456,-6.00257349,-9.47233295,-3.46975946
7.460,-6.01753855,-9.50682259,-3.48928404
7.464,-6.02420282,-9.52552891,-3.50132608
7.468,-6.02841139,-9.54154587,-3.51313448
7.472,-6.04653311,-9.5630579,-3.51652479
7.476,-6.0650053,-9.60678387,-3.54177856
7.480,-6.08090591,-9.63460922,-3.55370331
7.484,-6.09318161,-9.65764046,-3.56445885
7.488,-6.09189558,-9.69177914,-3.59988356
7.492,-6.11399221,-9.72603512,-3.6120429
7.496,-6.12778807,-9.74766445,-3.61987638
7.500,-6.12650204,-9.7484827,-3.62198067
7.504,-6.13106155,-9.76239491,-3.63133335
7.508,-6.10604191,-9.73363495,-3.62759304
7.512,-6.15374279,-9.79431248,-3.64056969
7.516,-6.1560812,-9.8134861,-3.6574049
7.520,-6.16309595,-9.81395435,-3.6508584
7.524,-6.15117073,-9.79419613,-3.6430254
7.528,-6.16110849,-9.8140707,-3.65296221
7.532,-6.1621604,-9.81652641,-3.65436602
7.536,-6.16028976,-9.81828022,-3.65799046
7.540,-6.1560812,-9.81582451,-3.65974331
7.544,-6.15491199,-9.81898117,-3.66406918
7.548,-6.14906645,-9.81512356,-3.66605711
7.552,-6.16262817,-9.82108593,-3.65845776
7.556,-6.18145132,-9.84633923,-3.66488791
7.560,-6.17034435,-9.84236431,-3.67201996
7.564,-6.17198133,-9.8410778,-3.66909647
7.568,-6.17712545,-9.8400259,-3.66290045
7.572,-6.16765547,-9.83616734,-3.66851187
7.576,-6.18718004,-9.84517002,-3.65798998
7.580,-6.19021988,-9.85896587,-3.66874599
7.584,-6.19466257,-9.85861492,-3.66395235
7.588,-6.17899609,-9.85744572,-3.67844963
7.592,-6.17724228,-9.87112522,-3.69388294
7.596,-6.20120955,-9.90397739,-3.70276785
7.600,-6.18659544,-9.89380646,-3.70721102
7.604,-6.1825037,-9.87697029,-3.69446659
7.608,-5.94680595,-9.86878681,-3.92198086
7.612,-6.18624496,-9.86317444,-3.67692947
7.616,-6.19209051,-9.88024426,-3.68815374
7.620,-6.1903367,-9.87650299,-3.68616629
7.624,-6.18799829,-9.87077427,-3.68277597
7.628,-6.20144367,-9.88433647,-3.6828928
7.632,-6.18834925,-9.86188889,-3.67353964
7.636,-6.2223711,-9.89754772,-3.67517662
7.640,-6.18659544,-9.87615204,-3.6895566
7.644,-6.19501305,-9.90912151,-3.71410847
7.648,-6.19419479,-9.9180069,-3.7238121
7.652,-6.16531706,-9.89357185,-3.7282548
7.656,-6.17233229,-9.90327644,-3.73094416
7.660,-6.19688368,-9.91309643,-3.71621275
7.664,-6.16975975,-9.88807774,-3.71831799
7.668,-6.15456104,-9.86726665,-3.71270561
7.672,-6.16870785,-9.90210724,-3.73339939
7.676,-6.18612766,-9.93063354,-3.74450588
7.680,-6.18343878,-9.92221642,-3.73877764
7.684,-6.18554306,-9.92092991,-3.73538685
7.688,-6.19325972,-9.92806149,-3.73480177
7.692,-6.17361832,-9.91052437,-3.73690605
7.696,-6.16753864,-9.92771149,-3.76017284
7.700,-6.17525482,-9.94594955,-3.77069473
7.704,-6.19980669,-9.97015095,-3.77034426
7.708,-6.18285418,-9.9445467,-3.76169252
7.712,-6.18437433,-9.95962811,-3.77525377
7.716,-6.16087437,-9.97926998,-3.81839561
7.720,-6.14485741,-9.95612144,-3.81126404
7.724,-6.15479517,-9.91508484,-3.76028967
7.728,-6.15292454,-9.89427376,-3.74134922
7.732,-6.16578484,-9.90830326,-3.74251842
7.736,-6.1757226,-9.92572308,-3.75000048
7.740,-6.1639142,-9.88854504,-3.72463083
7.744,-6.14848185,-9.84470272,-3.69622087
7.748,-6.12872314,-9.82260609,-3.69388294
7.752,-6.17396879,-9.8663311,-3.69236231
7.756,-6.19115496,-9.87954235,-3.68838739
7.760,-6.17186451,-9.90958977,-3.73772526
7.764,-6.15444422,-9.91005707,-3.75561285
7.768,-6.11925316,-9.92852974,-3.80927658
7.772,-6.13047695,-9.96149921,-3.83102226
7.776,-6.13328314,-9.98733711,-3.85405397
7.780,-6.14906645,-10.013526,-3.86445951
7.784,-6.15210581,-10.0155134,-3.86340761
7.788,-6.1830883,-10.0366745,-3.8535862
7.792,-6.18718004,-10.0602913,-3.87311125
7.796,-6.19781923,-10.0800495,-3.88223028
7.800,-6.2285676,-10.1122007,-3.88363314
7.804,-6.22669697,-10.1202679,-3.8935709
7.808,-6.21570683,-10.1019125,-3.88620567
7.812,-6.22599554,-10.1230736,-3.89707804
7.816,-6.23382854,-10.1478596,-3.91403103
7.820,-6.22681379,-10.1475086,-3.92069483
7.824,-6.21874666,-10.1417799,-3.92303324
7.828,-6.248209,-10.1359339,-3.88772488
7.832,-6.28258133,-10.1504316,-3.8678503
7.836,-6.3009367,-10.1537046,-3.85276794
7.840,-6.29146671,-10.1496124,-3.85814571
7.844,-6.227983,-10.147275,-3.91929197
7.848,-6.19758558,-10.1397924,-3.94220686
7.852,-6.19290876,-10.1608362,-3.96792746
7.856,-6.19279194,-10.1711254,-3.97833347
7.860,-6.20039129,-10.1781397,-3.97774839
7.864,-6.20202827,-10.2067833,-4.00475502
7.868,-6.21933126,-10.2238531,-4.00452185
7.872,-6.22248793,-10.2463007,-4.02381277
7.876,-6.21161509,-10.1791916,-3.9675765
7.880,-6.13223076,-9.9581089,-3.82587814
7.884,-6.02946377,-9.81442165,-3.78495789
7.888,-5.79037571,-9.62630844,-3.83593273
7.892,-5.61921406,-9.41247272,-3.79325867
7.896,-5.45612001,-8.95335388,-3.49723387
7.900,-5.39906597,-8.56321335,-3.16414738
7.904,-5.3947401,-7.92673635,-2.53199625
7.908,-5.58764744,-8.38421917,-2.79657173
7.912,-5.8335166,-8.97054005,-3.13702345
7.916,-6.15245676,-9.48566151,-3.33320475
7.920,-6.308887,-9.73725891,-3.42837191
7.924,-6.48168516,-9.98990917,-3.50822401
7.928,-6.51407003,-10.1311407,-3.61707067
7.932,-6.51079655,-10.2618494,-3.75105286
7.936,-6.45187235,-10.318202,-3.86632967
7.940,-6.3864007,-10.3370256,-3.95062494
7.944,-6.30187225,-10.2848816,-3.98300934
7.948,-6.2420125,-10.2039776,-3.96196508
7.952,-6.2139535,-10.1491451,-3.93519163
7.956,-6.21605778,-10.1553421,-3.93928432
7.960,-6.22026682,-10.1562767,-3.93600988
7.964,-6.20541859,-10.1582642,-3.95284557
7.968,-6.22424173,-10.1784906,-3.95424891
7.972,-6.22938585,-10.1784906,-3.94910479
7.976,-6.20202827,-10.1652794,-3.96325111
7.980,-6.19863749,-10.1708908,-3.97225332
7.984,-6.22038364,-10.1872587,-3.96687508
7.988,-6.21067953,-10.1871424,-3.97646284
7.992,-6.20506763,-10.1729956,-3.96792793
7.996,-6.207757,-10.1865578,-3.97880077
8.000,-6.20179415,-10.162941,-3.96114683
8.004,-6.19559765,-10.1538219,-3.9582243
8.008,-6.19770241,-10.1475086,-3.94980621
8.012,-6.19162273,-10.153471,-3.96184826
8.016,-6.20612001,-10.1580305,-3.9519105
8.020,-6.18764782,-10.1518345,-3.96418667
8.024,-6.18016529,-10.1310234,-3.95085812
8.028,-6.18110037,-10.128685,-3.94758463
8.032,-6.18542624,-10.1311407,-3.94571447
8.036,-6.18402338,-10.128335,-3.94431162
8.040,-6.17922974,-10.1146555,-3.93542576
8.044,-6.17724228,-10.1078749,-3.93063259
8.048,-6.1763072,-10.0931435,-3.91683626
8.052,-6.17981434,-10.09443,-3.91461563
8.056,-6.15163851,-10.0705795,-3.91894102
8.060,-6.14894915,-10.0605249,-3.91157579
8.064,-6.15584707,-10.0661364,-3.91028929
8.068,-6.15304136,-10.0521069,-3.89906549
8.072,-6.14742947,-10.0256844,-3.87825489
8.076,-6.15526247,-10.0421696,-3.8869071
8.080,-6.12007189,-9.98640156,-3.86632967
8.084,-6.1240468,-9.9842968,-3.86025
8.088,-6.13047695,-9.97997093,-3.84949398
8.092,-6.10826349,-9.95635509,-3.8480916
8.096,-6.10218382,-9.96161556,-3.85943174
8.100,-6.10522366,-9.9445467,-3.83932304
8.104,-6.0914278,-9.92736053,-3.83593273
8.108,-6.09481859,-9.91450024,-3.81968164
8.112,-6.07821655,-9.91356468,-3.83534813
8.116,-6.08558226,-9.91730595,-3.83172369
8.120,-6.08277607,-9.91274643,-3.82997036
8.124,-6.08382845,-9.90900517,-3.82517672
8.128,-6.08406258,-9.91461658,-3.83055401
8.132,-6.08616686,-9.92163181,-3.83546495
8.136,-6.09236336,-9.94723606,-3.8548727
8.140,-6.08616686,-9.96255112,-3.87638426
8.144,-6.09201241,-9.98359585,-3.89158344
8.148,-6.09891033,-10.0104856,-3.91157532
8.152,-6.11866856,-10.0378437,-3.91917515
8.156,-6.13901186,-10.069293,-3.93028116
8.160,-6.15877008,-10.1084595,-3.94968939
8.164,-6.16543436,-10.1160583,-3.95062399
8.168,-6.15900373,-10.1263475,-3.96734381
8.172,-6.19349337,-10.1700726,-3.97657919
8.176,-6.20541859,-10.1931047,-3.98768616
8.180,-6.19489622,-10.1995354,-4.00463915
8.184,-6.20249557,-10.2166042,-4.01410866
8.188,-6.21208286,-10.2450142,-4.03293133
8.192,-6.20401573,-10.237649,-4.03363323
8.196,-6.23207474,-10.2865191,-4.05444431
8.200,-6.23207474,-10.2865191,-4.05444431
8.204,-6.22693062,-10.2885065,-4.06157589
8.208,-6.22926903,-10.2941179,-4.0648489
8.212,-6.22576141,-10.2961054,-4.07034397
8.216,-6.23499775,-10.3066273,-4.07162952
8.220,-6.22622919,-10.2975082,-4.07127905
8.224,-6.23745298,-10.3122396,-4.07478666
8.228,-6.24622154,-10.3129406,-4.06671906
8.232,-6.22330618,-10.303237,-4.07993078
8.236,-6.23172426,-10.3310623,-4.09933805
8.240,-6.24493551,-10.3449755,-4.10003996
8.244,-6.25007963,-10.3522243,-4.10214472
8.248,-6.25218391,-10.3448582,-4.09267426
8.252,-6.25522375,-10.355381,-4.10015726
8.256,-6.25732803,-10.3567839,-4.09945583
8.260,-6.25183344,-10.3498859,-4.0980525
8.264,-6.25931549,-10.3501196,-4.0908041
8.268,-6.25124884,-10.3311796,-4.07993078
8.272,-6.24645519,-10.3530426,-4.10658741
8.276,-6.24388313,-10.352809,-4.10892582
8.280,-6.25767899,-10.3623953,-4.1047163
8.284,-6.26200485,-10.3567839,-4.09477901
8.288,-6.25265169,-10.3445082,-4.09185648
8.292,-6.24435091,-10.3408833,-4.09653234
8.296,-6.25534058,-10.3606415,-4.1053009
8.300,-6.25335312,-10.3594723,-4.10611916
8.304,-6.25709438,-10.3473139,-4.0902195
8.308,-6.24914408,-10.3502369,-4.10109282
8.312,-6.24177885,-10.337142,-4.09536314
8.316,-6.248209,-10.3556147,-4.10740566
8.320,-6.2420125,-10.3580694,-4.11605692
8.324,-6.24423409,-10.358654,-4.11441994
8.328,-6.2425971,-10.3585377,-4.11594057
8.332,-6.24166155,-10.3538609,-4.11219931
8.336,-6.26293993,-10.3813353,-4.11839533
8.340,-6.24516916,-10.3789968,-4.13382769
8.344,-6.22997046,-10.3434553,-4.11348486
8.348,-6.23862219,-10.3599405,-4.12131834
8.352,-6.25089788,-10.3682413,-4.11734343
8.356,-6.24060965,-10.3819199,-4.14131021
8.360,-6.23979092,-10.402029,-4.16223812
8.364,-6.22283888,-10.3923254,-4.16948652
8.368,-6.24598742,-10.3985214,-4.15253401
8.372,-6.22950268,-10.3948975,-4.16539478
8.376,-6.22213697,-10.3749056,-4.15276861
8.380,-6.22845078,-10.4195662,-4.19111538
8.384,-6.21594095,-10.4112654,-4.19532442
8.388,-6.22061729,-10.3910389,-4.1704216
8.392,-6.23990822,-10.4236584,-4.18375015
8.396,-6.2347641,-10.418046,-4.1832819
8.400,-6.24248028,-10.4123173,-4.169837
8.404,-6.21699286,-10.3782959,-4.16130304
8.408,-6.23429632,-10.4110317,-4.1767354
8.412,-6.23698521,-10.423892,-4.18690681
8.416,-6.21056271,-10.3943129,-4.18375015
8.420,-6.18390656,-10.3819199,-4.19801331
8.424,-6.19863749,-10.3605251,-4.16188765
8.428,-6.20296335,-10.3395977,-4.13663435
8.432,-6.19863749,-10.2772827,-4.07864523
8.436,-6.17864561,-10.2354279,-4.05678225
8.440,-6.19431162,-10.2768145,-4.08250284
8.444,-6.18601084,-10.2600965,-4.07408571
8.448,-6.18741369,-10.2805557,-4.09314203
8.452,-6.15198898,-10.2623177,-4.11032867
8.456,-6.13456917,-10.2304001,-4.09583092
8.460,-6.15678263,-10.2625513,-4.10576868
8.464,-6.16625261,-10.2763472,-4.11009455
8.468,-6.16800642,-10.2772827,-4.10927629
8.472,-6.15491199,-10.2997303,-4.14481831
8.476,-6.14497423,-10.3169165,-4.17194223
8.480,-6.14403915,-10.3408833,-4.1968441
8.484,-6.13433504,-10.3417015,-4.20736647
8.488,-6.13258123,-10.3377266,-4.20514536
8.492,-6.15421057,-10.3634481,-4.20923758
8.496,-6.17209816,-10.3809843,-4.20888615
8.500,-6.16180992,-10.3632135,-4.20140362
8.504,-6.20401573,-10.4212027,-4.21718693
8.508,-6.21173191,-10.4311409,-4.21940899
8.512,-6.21862984,-10.4590826,-4.24045277
8.516,-6.23055506,-10.4824657,-4.25191069
8.520,-6.22166967,-10.4822321,-4.26056242
8.524,-6.20635366,-10.4815302,-4.27517653
8.528,-6.20495081,-10.4775553,-4.27260447
8.532,-6.21851301,-10.4963779,-4.27786493
8.536,-6.21255016,-10.4943905,-4.28184032
8.540,-6.22213697,-10.5024576,-4.28032064
8.544,-6.21371937,-10.4848042,-4.27108479
8.548,-6.21313477,-10.4732294,-4.26009464
8.552,-6.20951033,-10.4780226,-4.26851225
8.556,-6.21231651,-10.4871426,-4.27482605
8.560,-6.21067953,-10.492754,-4.28207445
8.564,-6.21126413,-10.5108757,-4.29961157
8.568,-6.2089262,-10.5224504,-4.31352425
8.572,-6.23160744,-10.5301666,-4.29855919
8.576,-6.22529411,-10.5249052,-4.29961109
8.580,-6.19922209,-10.4408445,-4.24162245
8.584,-6.14532518,-10.2519121,-4.10658693
8.588,-5.98725796,-10.0351543,-4.04789639
8.592,-5.79996252,-9.89263725,-4.09267473
8.596,-5.5374918,-9.52622986,-3.98873806
8.600,-5.4470005,-9.19700146,-3.75000095
8.604,-5.34961176,-8.53281593,-3.18320417
8.608,-5.36258888,-8.05440617,-2.69181728
8.612,-5.51656437,-8.37007236,-2.853508
8.616,-5.87034464,-9.23768711,-3.36734247
8.620,-6.0830102,-9.66722775,-3.58421755
8.624,-6.2869072,-10.1452875,-3.85838032
8.628,-6.37529373,-10.3792315,-4.00393772
8.632,-6.41878557,-10.5281792,-4.1093936
8.636,-6.36488867,-10.5928316,-4.22794294
8.640,-6.33530951,-10.5961056,-4.26079607
8.644,-6.25592518,-10.5301666,-4.27424145
8.648,-6.20799065,-10.454874,-4.24688339
8.652,-6.19688368,-10.4117327,-4.214849
8.656,-6.18273735,-10.4029646,-4.22022724
8.660,-6.19641638,-10.4330111,-4.23659468
8.664,-6.17478704,-10.4190989,-4.24431181
8.668,-6.17326736,-10.4136038,-4.24033642
8.672,-6.1560812,-10.4172277,-4.26114655
8.676,-6.16438198,-10.4345312,-4.27014923
8.680,-6.16566801,-10.429738,-4.26407003
8.684,-6.16578484,-10.4327774,-4.26699257
8.688,-6.15947151,-10.4290361,-4.26956463
8.692,-6.15502882,-10.4374542,-4.2824254
8.696,-6.14976788,-10.4380388,-4.28827095
8.700,-6.14298677,-10.4162922,-4.27330542
8.704,-6.13199711,-10.4131355,-4.28113842
8.708,-6.1172657,-10.402029,-4.28476334
8.712,-6.11492729,-10.4041338,-4.2892065
8.716,-6.14298677,-10.4278669,-4.28488016
8.720,-6.13351679,-10.424243,-4.29072618
8.724,-6.12112379,-10.3966513,-4.27552748
8.728,-6.11399221,-10.3912735,-4.27728128
8.732,-6.11516142,-10.3952484,-4.28008699
8.736,-6.12112379,-10.4015617,-4.28043795
8.740,-6.10791254,-10.3787632,-4.27085066
8.744,-6.10756207,-10.3690596,-4.2614975
8.748,-6.08745289,-10.3614597,-4.27400684
8.752,-6.09107733,-10.3497686,-4.25869131
8.756,-6.08324385,-10.3468456,-4.26360178
8.760,-6.07997036,-10.3166819,-4.2367115
8.764,-6.07669687,-10.3162146,-4.23951769
8.768,-6.06278419,-10.2867527,-4.22396851
8.772,-6.05518484,-10.2915459,-4.23636103
8.776,-6.05343103,-10.2864017,-4.23297071
8.780,-6.05623674,-10.2673445,-4.21110773
8.784,-6.04138899,-10.2416239,-4.20023489
8.788,-6.02876234,-10.2079525,-4.17919016
8.792,-6.02478743,-10.2061987,-4.18141127
8.796,-6.01029015,-10.190299,-4.18000889
8.800,-6.00900364,-10.1800108,-4.17100716
8.804,-6.00397682,-10.1480932,-4.1441164
8.808,-5.99649429,-10.1275158,-4.1310215
8.812,-5.99006367,-10.1240091,-4.13394547
8.816,-5.9908824,-10.115591,-4.12470865
8.820,-5.98866081,-10.1085758,-4.11991501
8.824,-5.98760891,-10.1020288,-4.11441994
8.828,-5.98129559,-10.0917406,-4.11044502
8.832,-5.97743702,-10.0951309,-4.1176939
8.836,-5.98106146,-10.1106806,-4.12961912
8.840,-5.99450684,-10.1423645,-4.14785767
8.844,-5.98772573,-10.1599016,-4.17217588
8.848,-5.99532509,-10.1789579,-4.18363285
8.852,-6.01157618,-10.2224503,-4.21087408
8.856,-6.02233219,-10.243845,-4.22151279
8.860,-6.03566027,-10.2730732,-4.23741293
8.864,-6.05179405,-10.2984438,-4.24664974
8.868,-6.06664228,-10.334219,-4.26757669
8.872,-6.07751513,-10.3699951,-4.29247999
8.876,-6.084764,-10.3923254,-4.3075614
8.880,-6.10592508,-10.4172277,-4.31130266
8.884,-6.10534048,-10.4317255,-4.32638502
8.888,-6.10463905,-10.4374542,-4.33281517
8.892,-6.11375856,-10.4568615,-4.34310293
8.896,-6.11434317,-10.4663315,-4.35198832
8.900,-6.13246441,-10.4745159,-4.34205151
8.904,-6.12486506,-10.4756851,-4.35082006
8.908,-6.14380503,-10.5112267,-4.36742163
8.912,-6.13831043,-10.5085373,-4.37022686
8.916,-6.14146709,-10.5092392,-4.3677721
8.920,-6.1352706,-10.5019903,-4.36671972
8.924,-6.13316584,-10.5074854,-4.37431955
8.928,-6.12685251,-10.4978981,-4.37104559
8.932,-6.14076519,-10.5150843,-4.37431908
8.936,-6.13784266,-10.5177736,-4.37993097
8.940,-6.13164616,-10.5147333,-4.38308716
8.944,-6.13106155,-10.5159025,-4.38484097
8.948,-6.13515377,-10.5140324,-4.37887859
